2024-12-11 11:43:45,731 | Function: extract_body | Time: 0.0005 seconds
2024-12-11 11:43:45,742 | Function: extract_body | Time: 0.0005 seconds
2024-12-11 11:43:45,746 | Function: extract_urls | Time: 0.0088 seconds
2024-12-11 11:43:45,749 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 11:43:45,751 | Function: check_eml | Time: 0.0280 seconds
2024-12-11 11:43:45,763 | Function: extract_email_from_string | Time: 0.0007 seconds
2024-12-11 11:43:45,765 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-11 11:43:45,770 | Function: is_valid_email | Time: 0.0008 seconds
2024-12-11 11:43:45,773 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-11 11:43:45,858 | Function: check_external_apis | Time: 0.0976 seconds
2024-12-11 11:43:56,022 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 11:43:56,031 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 11:43:56,035 | Function: extract_urls | Time: 0.0096 seconds
2024-12-11 11:43:56,037 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 11:43:56,040 | Function: check_eml | Time: 0.0237 seconds
2024-12-11 11:43:56,052 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:43:56,054 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:43:56,057 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-11 11:43:56,060 | Function: is_valid_email | Time: 0.0000 seconds
2024-12-11 11:43:56,221 | Function: check_external_apis | Time: 0.1704 seconds
2024-12-11 11:44:25,783 | Function: extract_body | Time: 0.0005 seconds
2024-12-11 11:44:25,791 | Function: extract_body | Time: 0.0009 seconds
2024-12-11 11:44:25,795 | Function: extract_urls | Time: 0.0089 seconds
2024-12-11 11:44:25,797 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 11:44:25,799 | Function: check_eml | Time: 0.0206 seconds
2024-12-11 11:44:25,811 | Function: extract_email_from_string | Time: 0.0006 seconds
2024-12-11 11:44:25,813 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:44:25,857 | Function: check_external_apis | Time: 0.0473 seconds
2024-12-11 11:44:25,891 | Function: verify_dkim | Time: 0.0305 seconds
2024-12-11 11:44:25,897 | Function: get_sender_ip_from_eml | Time: 0.0016 seconds
2024-12-11 11:44:25,915 | Function: verify_spf | Time: 0.0200 seconds
2024-12-11 11:44:25,929 | Function: verify_dmarc | Time: 0.0105 seconds
2024-12-11 11:44:25,935 | Function: get_sender_ip_from_eml | Time: 0.0013 seconds
2024-12-11 11:44:25,946 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:44:25,949 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:44:25,967 | Function: check_external_apis | Time: 0.0216 seconds
2024-12-11 11:45:23,787 | Function: extract_body | Time: 0.0007 seconds
2024-12-11 11:45:23,797 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 11:45:23,801 | Function: extract_urls | Time: 0.0101 seconds
2024-12-11 11:45:23,804 | Function: extract_attachments | Time: 0.0001 seconds
2024-12-11 11:45:23,807 | Function: check_eml | Time: 0.0292 seconds
2024-12-11 11:45:23,821 | Function: extract_email_from_string | Time: 0.0008 seconds
2024-12-11 11:45:23,825 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:45:23,872 | Function: check_external_apis | Time: 0.0530 seconds
2024-12-11 11:45:23,910 | Function: verify_dkim | Time: 0.0338 seconds
2024-12-11 11:45:23,915 | Function: get_sender_ip_from_eml | Time: 0.0016 seconds
2024-12-11 11:45:23,932 | Function: verify_spf | Time: 0.0179 seconds
2024-12-11 11:45:23,947 | Function: verify_dmarc | Time: 0.0104 seconds
2024-12-11 11:45:23,953 | Function: get_sender_ip_from_eml | Time: 0.0014 seconds
2024-12-11 11:45:23,964 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:45:23,969 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-11 11:45:23,998 | Function: check_external_apis | Time: 0.0355 seconds
2024-12-11 11:50:54,017 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 11:50:54,028 | Function: extract_body | Time: 0.0008 seconds
2024-12-11 11:50:54,033 | Function: extract_urls | Time: 0.0121 seconds
2024-12-11 11:50:54,035 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 11:50:54,038 | Function: check_eml | Time: 0.0287 seconds
2024-12-11 11:50:54,062 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:50:54,066 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:50:54,140 | Function: check_external_apis | Time: 0.0787 seconds
2024-12-11 11:52:58,595 | Function: extract_body | Time: 0.0004 seconds
2024-12-11 11:52:58,603 | Function: extract_body | Time: 0.0005 seconds
2024-12-11 11:52:58,607 | Function: extract_urls | Time: 0.0079 seconds
2024-12-11 11:52:58,610 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 11:52:58,612 | Function: check_eml | Time: 0.0227 seconds
2024-12-11 11:52:58,622 | Function: extract_email_from_string | Time: 0.0006 seconds
2024-12-11 11:52:58,625 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 11:52:58,705 | Function: check_external_apis | Time: 0.0851 seconds
2024-12-11 12:44:55,348 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 12:44:55,359 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 12:44:55,364 | Function: extract_urls | Time: 0.0115 seconds
2024-12-11 12:44:55,369 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 12:44:55,373 | Function: check_eml | Time: 0.0328 seconds
2024-12-11 12:44:55,393 | Function: extract_email_from_string | Time: 0.0007 seconds
2024-12-11 12:44:55,397 | Function: extract_email_from_string | Time: 0.0001 seconds
2024-12-11 12:44:55,456 | Function: check_external_apis | Time: 0.0650 seconds
2024-12-11 12:45:17,449 | Function: extract_body | Time: 0.0005 seconds
2024-12-11 12:45:17,457 | Function: extract_body | Time: 0.0006 seconds
2024-12-11 12:45:17,460 | Function: extract_urls | Time: 0.0090 seconds
2024-12-11 12:45:17,463 | Function: extract_attachments | Time: 0.0000 seconds
2024-12-11 12:45:17,467 | Function: check_eml | Time: 0.0241 seconds
2024-12-11 12:45:17,489 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 12:45:17,491 | Function: extract_email_from_string | Time: 0.0000 seconds
2024-12-11 12:45:17,608 | Function: check_external_apis | Time: 0.1213 seconds
2024-12-11 12:48:15,992 | Function: extract_body | Time: 0.0008 seconds
2024-12-11 12:48:16,001 | Function: extract_body | Time: 0.0005 seconds
2024-12-11 12:48:16,005 | Function: extract_urls | Time: 0.0091 seconds
